Timestamp,Genul,Nivelul de învățământ la care predați:,Disciplina / aria curriculară predată:,Vechimea în învățământ (ani):,Localitatea (oraș/sat):,Mă simt capabil(ă) să formulez prompturi clare și eficiente pentru diverse sarcini educaționale.,Înțeleg suficient de bine modul în care funcționează AI generativă pentru a o integra în predare.,Pot identifica situațiile didactice în care utilizarea AI generative ar putea îmbunătăți învățarea elevilor.,Mă simt pregătit(ă) să explic elevilor cum să utilizeze responsabil instrumente de AI generativă.,Pot evalua calitatea și acuratețea conținutului generat de un model de AI.,Pot adapta activități deja existente pentru a include utilizarea AI generative.,"Pot detecta erorile, biasurile și limitările instrumentelor de AI generativă atunci când lucrez cu acestea.",Sunt sigur(ă) că pot proiecta o lecție în care elevii folosesc AI generativă într-un mod productiv.,Mă simt încrezător/oare că pot preveni confuziile elevilor atunci când utilizează AI.,Pot gestiona situațiile în care elevii folosesc AI într-un mod neadecvat sau impropriu.,Sunt sigur(ă) că pot integra AI generativă astfel încât să sprijin dezvoltarea competențelor elevilor.,Pot răspunde eficient întrebărilor elevilor legate de funcționarea sau utilizarea AI generative.,Pot concepe activități de evaluare în care AI generativă este folosită corect și transparent.,"Dacă apar dificultăți tehnice sau pedagogice, mă simt capabil(ă) să găsesc soluții adecvate.",Utilizarea AI generative mă ajută să pregătesc mai rapid materialele pentru lecții.,Consider că AI generativă poate îmbunătăți calitatea explicațiilor și exemplelor oferite elevilor.,Activitățile cu AI generativă pot crește implicarea elevilor în învățare.,AI generativă poate sprijini diferențierea instruirii pentru elevii cu niveluri diferite.,Consider că AI generativă poate contribui la eficientizarea evaluării și feedbackului.,Utilizarea AI generative poate reduce volumul sarcinilor administrative ale profesorului.,Mi-e teamă că elevii ar putea folosi AI generativă pentru a trișa la teme sau evaluări.,Consider că instrumentele de AI generativă pot furniza informații inexacte sau eronate.,Sunt îngrijorat(ă) că utilizarea AI generative în clasă ar putea reduce motivația elevilor de a gândi autonom.,Există riscul ca elevii să devină prea dependenți de AI pentru sarcini simple.,Cred că AI generativă poate produce conținut cu bias sau stereotipuri.,Mi-e teamă că nu există suficiente reguli clare privind folosirea AI în școală.,Utilizarea AI generative ridică probleme legate de protecția datelor elevilor.,Cred că profesorii încă nu sunt pregătiți să gestioneze provocările etice ale AI generative.,Conducerea școlii mele sprijină inițiativele legate de utilizarea AI în educație.,În școala mea există o cultură care încurajează inovația și experimentarea cu tehnologii digitale.,Școala oferă informații sau orientări clare privind utilizarea AI cu elevii.,Pot primi sprijin tehnic sau pedagogic atunci când doresc să folosesc AI generativă în activitatea didactică.,Colegii mei sunt deschiși să discute și să împărtășească experiențe privind utilizarea AI.,Intenționez să folosesc AI generativă în lecțiile mele în următoarele 6 luni.,"Voi integra AI generativă în cel puțin o activitate didactică pe săptămână, dacă voi avea posibilitatea.",Voi încuraja elevii să folosească AI generativă în mod responsabil în activitățile lor școlare.,Vreau să experimentez și să învăț metode noi de integrare a AI generative în predare.,Sunt dispus(ă) să recomand colegilor mei utilizarea AI generative în activitatea didactică.,Descrieți o situație concretă în care ați utilizat sau ați fi dorit să utilizați AI generativă la clasă.,Care sunt principalele obstacole sau îngrijorări pe care le aveți privind utilizarea AI?,Ce tip de sprijin v-ar motiva să integrați AI generativă în activitățile cu elevii?
04/03/2026 09:33:11,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Fizica,Mai mult de 10 ani,Localitate rurală,6,5,5,5,3,2,2,4,6,5,3,4,4,4,5,4,4,5,6,6,6,5,2,5,4,6,5,6,6,6,6,5,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,elaborarea testelor formative,?,Acces la platforme sigure pentru elevi
04/03/2026 09:33:43,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",psihopedagog,1 - 3 ani,Localitate rurală,5,5,7 - În total acord,5,6,5,5,5,5,5,5,4,4,5,7 - În total acord,7 - În total acord,6,7 - În total acord,6,7 - În total acord,5,4,4,5,4,6,6,7 - În total acord,5,4,3,3,3,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,"În procesul educațional AI mă ajută să găsesc studii internaționale privind terapii de lucru în procesul cu elevii cu CES, și datorită lor pot să experimentez eficient în procesul educațional, dar și mă ajută să fac conexiuni cu alte instituții care au cazuri similare.","Datorită promturilor date doar de către mine, AI se adaptează la cerințele specifice cererii mele fără a oferi o arie mai mare de cercetare.",Crearea corecta a prompturilor 
04/03/2026 09:37:24,F,Liceu (clasele X-XII),"Limba Engleză, Limba Franceză",3 - 5 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,5,6,5,5,7 - În total acord,4,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,4,7 - În total acord,3,7 - În total acord,7 - În total acord,6,3,7 - În total acord,1 - În total dezacord,1 - În total dezacord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"În cadrul orelor de limbi străine folosesc foarte mult AI generativ (imagini, audio, etc.).În cadrul unei ore am avut o sarcină unde elevi au generat o imagine în baza propozițiilor pe care le-au elaborat cu vocabularul nou. ","Temele pentru acasă fie trebuiesc excluse, fie readaptate pentru ca acestea să nu poată folosi chat GPT sau să-l folosească fără a dăuna scopului didactic. ","Politici educaționale interne, regulamente și ghiduri de utilizare. "
04/03/2026 11:09:28,F,Gimnaziu (clasele V-IX),"Geografia, ",3 - 5 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,proiecte  de curs,crearea imaginilor,jocuri interactive
04/03/2026 15:02:35,F,Gimnaziu (clasele V-IX),Educația Fizică,5 - 10 ani,Localitate rurală,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,5,5,5,4,3,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,5,6,7 - În total acord,7 - În total acord,,,
04/03/2026 15:13:11,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,6,6,6,6,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,sedinte de pedagogizare cu părintii,internet instabil și aplicatii/instrumente gratis reduse,Sunt motivată de a integra AI
04/03/2026 15:24:20,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Chimia,Mai mult de 10 ani,Localitate rurală,4,4,5,4,3,4,4,4,4,4,4,4,3,3,5,5,5,7 - În total acord,7 - În total acord,6,5,6,4,5,5,6,3,6,6,6,6,6,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,,,
05/03/2026 09:33:21,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,4,4,4,4,4,6,6,5,4,4,2,3,5,5,5,6,6,"Utilizez în cadrul orelor de română, la scrierea unor texte",Nu cunosc suficient platformele și posibilitățile pe care le oferă,"utilizarea practică, exersări"
05/03/2026 09:33:55,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Engleză,Mai mult de 10 ani,Localitate rurală,7 - În total acord,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,Crearea de activitati prin care sa pot evalua instant competentele elevilor.,Faptul ca IA ar putea diminua creativitatea si capacitatea de lucru individual a elevilor.,Un suport teoretic si practic ar fi suficient.
05/03/2026 09:34:05,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Matematica, Informatica",5 - 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,pentru generarea prezentărilor,,
05/03/2026 09:35:27,F,Gimnaziu (clasele V-IX),Limba Engleză,Mai mult de 10 ani,Localitate rurală,5,5,5,5,5,7 - În total acord,6,7 - În total acord,7 - În total acord,6,7 - În total acord,5,7 - În total acord,6,6,6,6,6,6,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,4,4,4,5,6,7 - În total acord,7 - În total acord,5,6,"În cadrul sarcinilor, exercițiilor, realizării unui produs...",Răspun incorect sau prea complicat.,"Informare, traininguri...."
05/03/2026 09:35:32,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Istoria, Educația pentru Societate",Mai mult de 10 ani,Localitate urbană,3,4,4,3,2,2,2,2,2,2,2,2,3,3,4,5,3,4,3,4,6,4,5,5,4,4,5,4,5,3,3,3,3,5,4,4,6,6,"lucru cu elevii cu ces
",internet slab și elevii pot să se joace decât să lucreze,control din partea profesorului în lucrul elevului 
05/03/2026 09:35:40,F,Gimnaziu (clasele V-IX),"Limba Rusă, Educația Fizică",Mai mult de 10 ani,Localitate urbană,5,4,4,4,4,4,4,3,3,4,4,3,4,4,5,5,5,6,7 - În total acord,6,6,6,6,6,6,6,5,4,7 - În total acord,6,5,5,7 - În total acord,6,5,6,7 - În total acord,7 - În total acord,pregătirea testelor de evaluare cunoștințelor,pregătirea slabă,ghidarea practică
05/03/2026 09:35:45,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Istoria, Educația pentru Societate",Mai mult de 10 ani,Localitate rurală,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,7 - În total acord,6,7 - În total acord,3,6,5,7 - În total acord,5,7 - În total acord,6,5,7 - În total acord,7 - În total acord,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,La realizarea sarcinilor creative și interactive la ore,Cu nu cunost multe despre aceasta,Să fie mai interesant
05/03/2026 09:35:49,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Română,Mai mult de 10 ani,Localitate rurală,4,3,5,2,4,4,4,4,3,3,3,3,2,2,4,4,5,5,6,6,7 - În total acord,6,6,6,5,5,5,5,6,6,5,4,7 - În total acord,7 - În total acord,6,5,7 - În total acord,6,Proiect pentru  lecție,răspunsuri grețite,face to face
05/03/2026 09:37:16,F,Gimnaziu (clasele V-IX),"Limba Engleză, Limba Franceză",Mai mult de 10 ani,Localitate rurală,3,3,4,6,2,4,3,4,4,4,3,4,4,4,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,3,2,2,4,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,Am utilizat AI la generarea imaginelor și videourilor necesare în cadrul orelor de limbi străine.,,
05/03/2026 09:38:23,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)","Limba Engleză, Limba Franceză",Mai mult de 10 ani,Localitate rurală,4,4,4,4,2,2,2,2,2,2,2,2,2,2,6,7 - În total acord,6,2,5,6,7 - În total acord,4,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,6,5,4,3,2,3,5,6,5,7 - În total acord,7 - În total acord,Utilizarea ChatGPT pentru a organiza activitatea extrasolara Dragobete,Elevii vor deveni dependenti de AI si vor fi demotivati sa mai invete,Sprijinul parintilor pentru a motiva copii sa foloseasca util AI dar nu exagerat de mult
05/03/2026 09:39:08,F,Gimnaziu (clasele V-IX),"Educația Tehnologică, Educația Plastică",5 - 10 ani,Localitate rurală,4,5,5,4,4,4,4,5,4,5,5,5,4,5,6,5,4,4,4,6,7 - În total acord,5,6,5,3,5,3,4,6,7 - În total acord,6,6,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,La formarea prezentărilor pentru o lecție didactică.,Să mi se acorde o informație eronată.,Informații cât mai atractive pentru elevi în prezentarea orei.
05/03/2026 09:39:45,M,Liceu (clasele X-XII),Informatica,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,6,6,6,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Generarea conținutului teoretic în poze sub formă de sche, diagrame, hărți conceptuale, etc.",Pentru generarea unui conținut mai calitativ e nevoie de achitări.,Nu e nevoie. Metoda click-ului este cea mai utilă.
05/03/2026 09:41:25,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,5,4,5,3,4,4,6,3,3,5,4,2,2,5,6,6,4,4,5,5,6,6,3,6,5,6,5,6,3,4,4,5,5,6,5,4,7 - În total acord,7 - În total acord,Când apar cuvinte noi în texte și doresc să le ofer o explicație mai amplă și rapidă.,Să nu lenevească elevii să deschidă cărțile.,Direct în instituție.
05/03/2026 09:41:50,F,Gimnaziu (clasele V-IX),Limba Engleză,Mai mult de 10 ani,Localitate rurală,4,2,5,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,1 - În total dezacord,1 - În total dezacord,6,2,4,6,5,5,6,6,5,5,5,5,6,5,6,7 - În total acord,7 - În total acord,6,5,5,4,6,6,7 - În total acord,7 - În total acord,7 - În total acord,sa organizez o traducere dintro limba straina la alta,necunoasterea mai multor informatii despre AI,prezenta la orele de curs privind acest subiect
05/03/2026 09:42:09,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,5,5,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,6,6,4,3,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Jocul, la calcolul oral, proiecte de grup, teste",Nu sunt competentă în unele situații de utilizare,Înzestrarea școlii cu tehnică TIC
05/03/2026 09:43:33,F,Gimnaziu (clasele V-IX),"Matematica, Informatica",Mai mult de 10 ani,Localitate rurală,6,6,6,4,5,5,3,5,4,4,4,3,6,5,7 - În total acord,6,6,6,6,7 - În total acord,5,4,4,4,3,7 - În total acord,5,6,7 - În total acord,6,3,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"Organizarea procesului educațional, crearea evaluărilor individualizate pentru elevii cu CES","Care este limita utilizării AI? Cum să motivîm elevii să gândească singuri, fără ajutorul AI?","Exemple, activități practice."
05/03/2026 09:45:33,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,5,5,5,5,5,4,5,5,6,5,4,5,6,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,6,7 - În total acord,6,7 - În total acord,6,4,3,4,7 - În total acord,5,7 - În total acord,5,7 - În total acord,7 - În total acord,Aș dori să fac lecția mai interactivă și să dezvolt gândirea critică a elevilor,"Corectitudinea informațiilor, -uneori AI poate genera informații greșite, iar elevii le pot considera adevărate fără verificare",M-ar motiva să folosesc AI generativă la clasă dacă aș beneficia de instruire și formare  pentru profesori.
05/03/2026 10:14:40,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Limba Engleză, Limba Germană, Limba Spaniolă, Informatica",Mai mult de 10 ani,Localitate urbană,6,6,6,6,6,7 - În total acord,6,6,6,6,6,6,6,6,7 - În total acord,6,6,6,6,6,4,5,4,5,5,5,5,5,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,În cadrul Proiectului STEAMing Across Boards,Nu prea am,Pentru toți elevii
05/03/2026 10:18:22,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,4,4,4,4,4,4,4,5,5,7 - În total acord,6,4,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,4,7 - În total acord,4,4,2,4,7 - În total acord,7 - În total acord,4,2,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Crearea prezentărilor în baza textelor noi lecturate.,Nu cunosc toate funcțiile cu care pot opera.,Explicația clară și pe pași cum putem folosi constructiv IA.
05/03/2026 10:19:44,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate urbană,5,5,5,5,3,5,5,6,5,5,4,4,5,4,7 - În total acord,5,3,5,6,7 - În total acord,6,3,7 - În total acord,7 - În total acord,4,7 - În total acord,4,5,4,6,3,6,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,6,Pentru a crea un test sumativ.,"Uneori, elevii nu au o gândire autonomă.","Cum să învățăm elevii să utilizeze acest instrument,că sa nu fie doar în instrument de copiere."
05/03/2026 10:22:14,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Geografia, Istoria, Educația pentru Societate",Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,5,6,6,4,4,4,4,6,4,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,3,7 - În total acord,7 - În total acord,7 - În total acord,5,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Îmi place să generez diferite metode interactive de predare,"Ia timp,  vreai să- ți genereze alte idei și ești in impas pe care să o alegi...","Un workshop  pe lună pentru a învăța din inovație in AI, căci se schimbă totul de la o zi la alta "
05/03/2026 10:22:19,F,Gimnaziu (clasele V-IX),"Biologia, Geografia",Mai mult de 10 ani,Localitate rurală,7 - În total acord,5,7 - În total acord,5,5,5,5,5,5,7 - În total acord,5,5,6,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,3,3,3,2,2,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Generarea unui cântec în baza unui text științific,Plagiatul din partea elevilor,"Motivațional, satisfacția elevilor în prezentarea unor proiecte
"
05/03/2026 10:22:22,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,5,4,5,4,4,5,3,3,3,3,3,2,3,2,6,4,4,4,4,4,4,4,5,6,4,4,4,5,7 - În total acord,5,1 - În total dezacord,1 - În total dezacord,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,,,
05/03/2026 10:25:36,F,Gimnaziu (clasele V-IX),Geografia,Mai mult de 10 ani,Localitate urbană,5,5,5,5,6,6,5,5,5,6,6,5,6,6,5,5,5,5,5,5,5,5,5,7 - În total acord,5,7 - În total acord,5,4,4,7 - În total acord,5,5,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Atunci cind am nevoie de realizarea unui plan de activitate, sau sacini didactice",atunci cind comite greseli,acces la resurse
05/03/2026 10:25:58,F,Gimnaziu (clasele V-IX),"Limba Română, Limba Franceză",Mai mult de 10 ani,Localitate rurală,3,4,3,2,3,2,3,2,6,3,3,3,2,3,3,3,3,3,5,4,5,2,3,7 - În total acord,3,7 - În total acord,5,7 - În total acord,7 - În total acord,4,4,4,3,6,5,5,7 - În total acord,7 - În total acord,DigiProf,noutatea cursului,instruire
05/03/2026 10:26:02,F,Liceu (clasele X-XII),"Istoria, Educația pentru Societate",Mai mult de 10 ani,Localitate urbană,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,5,4,5,5,5,5,4,3,3,5,5,6,5,6,6,la lecția de sinteză,Cunoștințe sumare de utilizare AI,Formare periodică în utilizatea AI
05/03/2026 10:27:48,F,Liceu (clasele X-XII),Limba Engleză,Mai mult de 10 ani,Localitate urbană,4,4,2,4,5,5,5,6,4,5,3,3,6,5,2,4,4,4,4,2,7 - În total acord,7 - În total acord,7 - În total acord,6,5,7 - În total acord,4,7 - În total acord,5,5,2,1 - În total dezacord,2,6,6,2,7 - În total acord,6,Implicarea elevilor în studierea colaborativa a unei teme gramaticale ,"Limitarea creativității, gândirii critice și analitice, regres, prevalarea AI asupra umanității",Temei legal
05/03/2026 10:28:09,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Geografia, ",Mai mult de 10 ani,Localitate rurală,6,5,5,4,4,4,4,4,4,5,4,4,4,4,5,6,5,5,6,6,7 - În total acord,5,7 - În total acord,6,5,6,7 - În total acord,7 - În total acord,5,6,4,2,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,La orele de geografie,Competențe insuficiente,Formarea în domeniul AI
05/03/2026 10:28:23,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,6,6,6,6,5,6,6,6,5,6,6,5,6,5,6,6,6,6,6,6,6,4,2,2,2,6,3,4,4,4,4,6,6,6,6,6,6,6,Utilizez frecvent AI pe plan profesional și personal.,Orientarea greșită a copiilor AI,"Instruiri ,cursuri, colaborare cu colegii, formatorii etc."
05/03/2026 10:28:42,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Biologia, Geografia",Mai mult de 10 ani,Localitate urbană,4,5,5,5,5,5,5,5,5,4,5,4,4,5,6,5,6,5,5,5,7 - În total acord,6,6,6,5,6,6,6,3,4,4,4,5,6,6,6,7 - În total acord,6,"Aș utiliza AI generativă pentru a crea materiale personalizate pentru elevi, de exemplu exerciții diferențiate la limba română sau matematică, adaptate nivelului fiecărui elev. De asemenea, aș folosi AI pentru a genera scenarii de dezbatere, teste de verificare rapidă sau explicații alternative pentru concepte mai dificile. În cadrul unui proiect, elevii ar putea folosi AI pentru a genera idei inițiale, pe care apoi să le analizeze critic și să le îmbunătățească.","Principalele îngrijorări sunt legate de utilizarea excesivă de către elevi și diminuarea gândirii critice, riscul de informații incorecte, precum și dificultatea de a verifica autenticitatea temelor realizate acasă. De asemenea, mă preocupă protecția datelor și lipsa unor ghiduri clare privind utilizarea responsabilă a AI în educație.","M-ar ajuta formări practice, exemple concrete de bune practici, ghiduri metodologice adaptate disciplinei mele și acces la platform"
05/03/2026 10:29:15,F,Primar (clasele I-IV),Învățământ Primar,5 - 10 ani,Localitate rurală,5,4,5,4,3,4,3,3,3,1 - În total dezacord,3,3,4,5,6,5,5,5,5,5,3,4,4,5,4,4,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,4,7 - În total acord,5,4,,,
05/03/2026 10:29:20,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Limba Engleză,Mai mult de 10 ani,Localitate urbană,5,5,5,4,4,5,3,4,4,4,3,3,3,3,3,3,3,2,3,1 - În total dezacord,4,4,6,7 - În total acord,6,6,6,4,4,5,5,4,6,4,4,4,4,4,joc gramatical ( l engleză) în dependență de stilul de învățare; ev. formative,nu sunt obstacole cu siguranță sunt deprinderi care înlătura elevii de carte ,toate tipurile
05/03/2026 10:29:50,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Franceză,Mai mult de 10 ani,Localitate urbană,6,5,5,6,6,5,4,4,5,5,4,4,4,6,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,4,3,3,3,4,4,3,5,La realizarea proiectelor,"de a nu munci ,a nu găndi",Strategii de siguranta și claritate
05/03/2026 10:30:34,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,5,5,5,5,5,5,3,5,5,5,4,4,5,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,6,4,5,5,5,6,6,6,6,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,,Răspunsurile  veridice,"parteneriate, cursuri, formari"
05/03/2026 10:31:45,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Limba Engleză,Mai mult de 10 ani,Localitate rurală,5,5,5,5,5,5,5,5,5,7 - În total acord,6,6,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,6,5,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,,,
05/03/2026 10:32:07,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Fizica,Mai mult de 10 ani,Localitate urbană,4,4,3,2,4,5,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,3,1 - În total dezacord,4,4,3,3,1 - În total dezacord,3,1 - În total dezacord,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,4,1 - În total dezacord,1 - În total dezacord,4,4,4,4,7 - În total acord,5,"pentru realizarea jocurilor, testelor",limiteaza gândirea ,Cum AI poate să sprijine procesul educativ pentru gândirea critică a elevilor nu doar pentru a copia ceea generează AI.
05/03/2026 10:35:34,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Educația Fizică,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,4,7 - În total acord,7 - În total acord,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,la ore demonstrative,dependența,nici unul
